"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.459054216E2,-6.181435190E-2,1.423980468E-1,-1.932041089E0
2.459154076E2,8.768360339E-2,2.745021435E-1,-2.621457050E0
2.459253926E2,2.263310999E-1,4.295546613E-1,-3.051013393E0
2.459353786E2,3.743323141E-1,5.315757836E-1,-3.329644328E0
2.459453646E2,4.009117831E-1,5.991522011E-1,-3.232372388E0
2.459553506E2,1.732973655E-1,5.774163464E-1,-2.576258073E0
2.459653366E2,-1.541777743E-1,3.619416256E-1,-1.715929753E0
2.459753216E2,-2.967407857E-1,1.271938974E-1,-1.098303566E0
2.459853076E2,-2.307562727E-1,-1.637710087E-2,-8.770431715E-1
2.459952936E2,-8.372847363E-2,4.320726916E-3,-1.068585677E0
2.460052796E2,1.246275544E-1,1.386671577E-1,-1.396855965E0
2.460152656E2,4.199921614E-1,1.828009182E-1,-1.645918116E0
2.460252506E2,7.358640499E-1,2.022182789E-1,-1.662784410E0
2.460352366E2,9.193747471E-1,3.867376938E-1,-1.494472892E0
2.460452226E2,9.223644284E-1,5.640929539E-1,-1.152806633E0
2.460552086E2,7.306435827E-1,5.616217744E-1,-5.596475351E-1
2.460651946E2,4.422726477E-1,3.910476764E-1,3.948741674E-2
2.460751796E2,9.455287579E-2,2.159627440E-1,3.911874980E-1
2.460851656E2,-1.097714605E-1,8.552897751E-2,5.110560036E-1
2.460951516E2,-1.256109830E-1,-1.946823142E-2,5.286426741E-1
2.461051376E2,-5.497606974E-2,-8.851471201E-2,5.481232578E-1
2.461151236E2,3.954201512E-2,-7.732548013E-2,6.378195459E-1
2.461251096E2,2.253711698E-1,-1.665202233E-1,7.530640733E-1
2.461350946E2,3.054571935E-1,-3.259767178E-1,8.834786171E-1
2.461450806E2,1.231584049E-1,-3.817154472E-1,1.100118542E0
2.461550666E2,-1.186567615E-1,-4.328679129E-1,1.327533131E0
2.461650526E2,-1.548119049E-1,-4.504060516E-1,1.467203817E0
2.461750386E2,1.094237887E-1,-4.392073180E-1,1.533479083E0
2.461850236E2,5.390856916E-1,-2.290307593E-1,1.683753694E0
2.461950095E2,8.902143902E-1,1.038155597E-1,1.816142258E0
2.462049955E2,1.246587347E0,5.021967410E-1,1.804599270E0
2.462149815E2,1.683695661E0,7.283801986E-1,1.608829227E0
2.462249675E2,2.016893397E0,7.870584695E-1,1.352734630E0
2.462349525E2,2.453143778E0,6.782757001E-1,9.728398597E-1
2.462449385E2,2.583116565E0,5.612009941E-1,4.271712631E-1
2.462549245E2,2.247889552E0,2.316544050E-1,3.453412342E-1
2.462649105E2,1.596443509E0,-3.883367611E-1,1.445425862E0
2.462748965E2,5.766680124E-1,-1.105496884E0,3.078832691E0
2.462848815E2,-5.408625508E-1,-1.850768592E0,4.823856434E0
2.462948675E2,-1.252119690E0,-2.444030308E0,6.133376048E0
2.463048535E2,-1.569609613E0,-2.797926604E0,6.385142536E0
2.463148395E2,-1.618093409E0,-2.800809866E0,5.317852017E0
2.463248255E2,-1.488233766E0,-2.404266318E0,3.349771614E0
2.463348105E2,-1.146021743E0,-1.852373068E0,1.546628886E0
2.463447965E2,-5.523891670E-1,-1.360887403E0,4.335125685E-2
2.463547825E2,3.786632189E-2,-8.571100865E-1,-1.331540228E0
2.463647685E2,5.010156034E-1,-3.151500864E-1,-2.316612462E0
2.463747545E2,9.818378475E-1,1.693588272E-1,-2.650323000E0
2.463847395E2,1.435477117E0,4.757728811E-1,-2.295052024E0
2.463947255E2,1.639212529E0,6.223253746E-1,-1.515011821E0
2.464047115E2,1.613674230E0,6.174403182E-1,-8.153497839E-1
2.464146975E2,1.395584488E0,5.059391052E-1,-6.148990452E-1
2.464246835E2,1.065278931E0,3.675108062E-1,-8.747113019E-1
2.464346685E2,7.298704346E-1,2.189536679E-1,-1.304241917E0
2.464446545E2,4.619580301E-1,1.420583235E-1,-1.775502355E0
2.464546405E2,3.664048784E-1,1.274538792E-1,-2.315553532E0
2.464646265E2,4.208672337E-1,2.084218092E-1,-2.755995051E0
2.464746125E2,6.244260599E-1,3.638471601E-1,-2.914769760E0
2.464845975E2,8.146697527E-1,5.169001494E-1,-2.853969242E0
2.464945835E2,8.159179871E-1,6.405624016E-1,-2.647062593E0
2.465045695E2,6.849292468E-1,6.777463078E-1,-2.454442445E0
2.465145555E2,5.265650853E-1,5.434174186E-1,-2.394649987E0
2.465245415E2,3.359087983E-1,3.906864647E-1,-2.449130834E0
2.465345275E2,2.329195597E-1,3.230375417E-1,-2.368522874E0
2.465445125E2,1.661961962E-1,2.619986037E-1,-2.255855799E0
2.465544985E2,1.089664360E-1,1.745276928E-1,-2.206478986E0
2.465644845E2,9.779872916E-2,4.811512962E-2,-2.163348754E0
2.465744705E2,2.915017718E-1,-2.782397568E-3,-2.154023615E0
2.465844565E2,4.321504961E-1,1.132137895E-1,-2.082499888E0
2.465944415E2,6.205754491E-1,2.629168358E-1,-1.947005868E0
2.466044275E2,7.087915146E-1,3.683387719E-1,-1.781742504E0
2.466144135E2,5.328063667E-1,4.752929708E-1,-1.521492875E0
2.466243995E2,3.109794136E-1,5.149246676E-1,-1.341690409E0
2.466343855E2,3.794978175E-2,5.441259550E-1,-1.114956436E0
2.466443705E2,-1.519109367E-1,6.245967986E-1,-5.819698656E-1
2.466543565E2,-3.347323385E-1,5.934777707E-1,-6.757276297E-2
2.466643425E2,-5.841154283E-1,5.000956902E-1,3.209402186E-1
2.466743285E2,-8.214006288E-1,4.250741592E-1,7.421286106E-1
2.466843145E2,-8.684150201E-1,3.370158224E-1,1.126341550E0
2.466942995E2,-8.397938497E-1,2.694402820E-1,1.420915504E0
2.467042855E2,-8.375268111E-1,2.789871772E-1,1.727970339E0
2.467142715E2,-8.999925428E-1,2.843331403E-1,2.159863814E0
2.467242575E2,-8.558616328E-1,2.470597717E-1,2.563377242E0
2.467342435E2,-7.348164482E-1,2.649195072E-1,2.699869382E0
2.467442285E2,-5.737742254E-1,4.656551515E-1,2.698459033E0
2.467542145E2,-3.710474946E-1,7.685887232E-1,2.501352902E0
2.467642005E2,-1.592401475E-1,1.100386198E0,2.228202562E0
2.467741865E2,1.477688240E-1,1.423562392E0,1.873482978E0
2.467841725E2,5.587751305E-1,1.698659270E0,1.374187480E0
2.467941575E2,9.835754208E-1,1.854095073E0,9.087754261E-1
2.468041435E2,1.021677340E0,1.677993895E0,4.621206558E-1
2.468141295E2,6.404755705E-1,1.033518609E0,3.951741296E-1
2.468241155E2,1.101665861E-1,-1.775967501E-2,1.372198842E0
2.468341015E2,-6.654067093E-1,-1.080378853E0,3.214122643E0
2.468440865E2,-1.905251047E0,-2.077185646E0,5.310409681E0
2.468540725E2,-2.946933539E0,-2.986567136E0,7.173796856E0
2.468640585E2,-3.393878039E0,-3.595747604E0,8.041116693E0
2.468740445E2,-3.289419578E0,-3.795284131E0,7.352194821E0
2.468840305E2,-2.880071213E0,-3.436689890E0,5.144149951E0
2.468940155E2,-2.155194519E0,-2.688971926E0,2.888259069E0
2.469040015E2,-1.136442396E0,-2.076984209E0,1.106550479E0
2.469139875E2,-2.270157357E-1,-1.468595308E0,-3.173968059E-1
2.469239735E2,3.872798038E-1,-7.583004011E-1,-1.385401855E0
2.469339595E2,7.957872661E-1,-1.511065243E-1,-2.081244491E0
2.469439445E2,1.119919699E0,1.446735638E-1,-2.416803333E0
2.469539305E2,1.256107053E0,1.937868132E-1,-2.567343408E0
2.469639165E2,1.176922669E0,1.183770271E-1,-2.670819830E0
2.469739025E2,9.729252291E-1,-6.544583827E-2,-2.785782521E0
2.469838885E2,7.049255548E-1,-2.923878260E-1,-2.847829081E0
2.469938745E2,4.343544213E-1,-4.551762101E-1,-2.715820001E0
2.470038595E2,1.703633058E-1,-5.352067584E-1,-2.512880688E0
2.470138455E2,-2.887676686E-2,-6.160474384E-1,-2.286024508E0
2.470238315E2,-8.164364889E-2,-6.996224226E-1,-2.027976356E0
2.470338175E2,-6.354863606E-2,-6.894473903E-1,-1.863543881E0
2.470438035E2,-2.318863202E-2,-5.593483038E-1,-1.971140251E0
2.470537885E2,3.179745108E-2,-4.316192400E-1,-2.302558680E0
2.470637745E2,2.244870708E-1,-3.012333477E-1,-2.639819646E0
2.470737605E2,4.504292577E-1,-6.899553671E-2,-2.950238970E0
2.470837465E2,4.936613775E-1,1.124520434E-1,-3.243323638E0
2.470937325E2,4.607539788E-1,1.947074573E-1,-3.487879339E0
2.471037175E2,5.340210892E-1,2.143223807E-1,-3.604615492E0
2.471137035E2,6.357472926E-1,3.165321489E-1,-3.540244664E0
2.471236895E2,7.018645374E-1,4.129748082E-1,-3.288268846E0
2.471336755E2,7.567067425E-1,4.739757393E-1,-2.938165639E0
2.471436615E2,6.568309636E-1,5.719032991E-1,-2.543791993E0
2.471536465E2,5.018281106E-1,6.095450422E-1,-2.126615961E0
2.471636325E2,4.395957193E-1,5.942601281E-1,-1.812677783E0
2.471736185E2,4.254224705E-1,6.487273805E-1,-1.697693456E0
2.471836045E2,5.030529561E-1,7.634482898E-1,-1.671467525E0
2.471935900E2,5.558813069E-1,8.928651524E-1,-1.634652286E0
2.472035750E2,5.892547288E-1,9.735855259E-1,-1.495573338E0
2.472135610E2,5.094778766E-1,9.643229516E-1,-1.113161926E0
2.472235470E2,1.505572880E-1,8.443722926E-1,-4.243932509E-1
2.472335330E2,-3.497973973E-1,5.229998186E-1,5.552551067E-1
2.472435190E2,-7.145367694E-1,1.291139768E-1,1.587452391E0
2.472535040E2,-9.724342091E-1,-1.311419374E-1,2.427221317E0
2.472634900E2,-1.120066172E0,-2.947281741E-1,2.986186482E0
2.472734760E2,-1.013559650E0,-4.642950891E-1,3.118770928E0
2.472834620E2,-8.344511025E-1,-4.707303885E-1,2.937991977E0
2.472934480E2,-7.657528237E-1,-1.701371647E-1,2.542857023E0
2.473034330E2,-5.168953255E-1,1.312990813E-1,2.226938394E0
2.473134190E2,-2.029579882E-1,3.274633723E-1,2.150709997E0
2.473234050E2,5.086608470E-2,4.462333323E-1,2.182087911E0
2.473333910E2,2.238656579E-1,5.734884793E-1,2.227228416E0
2.473433770E2,3.615221610E-1,7.608815083E-1,2.251902496E0
2.473533620E2,5.810959992E-1,8.283452207E-1,2.271039264E0
2.473633480E2,7.687685251E-1,6.796791049E-1,2.335352789E0
2.473733340E2,7.906545071E-1,3.635706599E-1,2.582465478E0
2.473833200E2,5.112246957E-1,-3.648516387E-2,3.118371563E0
2.473933060E2,-1.437228614E-1,-5.142555269E-1,3.901634166E0
2.474032910E2,-9.923297258E-1,-1.100323340E0,4.767688081E0
2.474132770E2,-1.732425625E0,-1.775557027E0,5.634827823E0
2.474232630E2,-2.287226403E0,-2.358871459E0,6.162458344E0
2.474332490E2,-2.621321687E0,-2.724194968E0,5.943076075E0
2.474432350E2,-2.706144321E0,-2.791522148E0,4.779372572E0
2.474532200E2,-2.564729118E0,-2.559927970E0,3.058042331E0
2.474632060E2,-2.151977089E0,-2.239465176E0,1.538083180E0
2.474731920E2,-1.521244222E0,-1.892152553E0,1.416406131E-1
2.474831780E2,-9.247986974E-1,-1.484961372E0,-1.249068759E0
2.474931640E2,-4.273186129E-1,-1.028056798E0,-2.331523447E0
2.475031490E2,1.838480997E-1,-5.987548828E-1,-2.906897653E0
2.475131350E2,8.799201478E-1,-1.885691234E-1,-3.064215236E0
2.475231210E2,1.481837497E0,2.651156082E-1,-2.966584277E0
2.475331070E2,2.000586098E0,6.203553014E-1,-2.894550673E0
2.475430930E2,2.297158337E0,8.214066953E-1,-2.908694503E0
2.475530780E2,2.306083089E0,9.869745534E-1,-2.897012351E0
2.475630640E2,2.237010954E0,1.014122737E0,-3.008957294E0
2.475730500E2,2.009422264E0,9.731311242E-1,-3.141038294E0
2.475830360E2,1.619018147E0,9.739327774E-1,-2.952612355E0
2.475930220E2,1.361935078E0,9.287481261E-1,-2.695036073E0
2.476030070E2,9.905988038E-1,8.780552515E-1,-2.610620990E0
2.476129930E2,5.767317105E-1,8.861123492E-1,-2.710270994E0
2.476229790E2,1.823646428E-1,8.488199772E-1,-2.954937208E0
2.476329650E2,-1.988947946E-1,8.262483361E-1,-3.192651667E0
2.476429510E2,-5.256673184E-1,8.953801860E-1,-3.415590212E0
2.476529370E2,-7.431945580E-1,9.605570523E-1,-3.661615319E0
2.476629220E2,-1.031024479E0,1.032104314E0,-3.689011279E0
2.476729080E2,-1.328606972E0,9.906891433E-1,-3.503782012E0
2.476828940E2,-1.487143407E0,8.713164085E-1,-3.102860069E0
2.476928800E2,-1.322575423E0,9.133529920E-1,-2.482388628E0
2.477028660E2,-8.729795759E-1,1.175780343E0,-1.638810241E0
2.477128510E2,-5.020503778E-1,1.430335660E0,-8.088161051E-1
2.477228370E2,-3.216016117E-1,1.474612239E0,-2.366654688E-1
2.477328230E2,-2.863590908E-1,1.394791460E0,-5.882766724E-2
2.477428090E2,-4.599009065E-1,1.393946098E0,3.046457827E-2
2.477527950E2,-7.400784306E-1,1.428447594E0,2.108201909E-1
2.477627800E2,-9.470418712E-1,1.415673475E0,3.565667188E-1
2.477727660E2,-1.061137713E0,1.450912597E0,2.383868891E-1
2.477827520E2,-1.169811213E0,1.610036385E0,-6.946433723E-2
2.477927380E2,-1.242120805E0,1.821728688E0,-3.592295408E-1
2.478027240E2,-1.236147582E0,1.906964720E0,-5.599790722E-1
2.478127090E2,-1.151994162E0,1.879757918E0,-5.807752794E-1
2.478226950E2,-1.176763991E0,1.849300795E0,-1.033629853E-1
2.478326810E2,-1.167784422E0,1.714762648E0,5.930409837E-1
2.478426670E2,-1.002984741E0,1.346616542E0,1.140200036E0
2.478526530E2,-9.803340168E-1,9.599036260E-1,1.507603399E0
2.478626380E2,-9.132029378E-1,6.940930031E-1,2.176047737E0
2.478726240E2,-7.679298882E-1,6.136614820E-1,3.047830169E0
2.478826100E2,-3.831182673E-1,6.334100144E-1,3.702971506E0
2.478925960E2,1.773522086E-1,7.674798719E-1,3.729796193E0
2.479025820E2,6.388819119E-1,1.145102487E0,2.966398335E0
2.479125670E2,8.444656288E-1,1.657306884E0,1.695342876E0
2.479225530E2,9.224140567E-1,2.075153739E0,6.002979630E-1
2.479325390E2,1.030156168E0,2.235035910E0,-9.824257851E-2
2.479425250E2,1.078041210E0,2.086581683E0,-4.789208758E-1
2.479525110E2,8.294773147E-1,1.564650005E0,-7.000637412E-2
2.479624960E2,2.020809424E-1,7.191797510E-1,1.285685778E0
2.479724820E2,-8.465452641E-1,-3.402803229E-1,3.088760093E0
2.479824680E2,-1.850529441E0,-1.650574546E0,4.912305511E0
2.479924540E2,-2.571801326E0,-2.932020215E0,6.356907501E0
2.480024400E2,-2.930283300E0,-3.909937505E0,7.005040365E0
2.480124250E2,-2.988409594E0,-4.485574251E0,6.746356037E0
2.480224110E2,-2.642721620E0,-4.576475358E0,5.748612301E0
2.480323970E2,-2.100188885E0,-4.525483544E0,4.245771459E0
2.480423830E2,-1.724562436E0,-4.401095434E0,2.904060584E0
2.480523690E2,-1.319671257E0,-4.157283498E0,2.067784200E0
2.480623540E2,-8.197282521E-1,-3.915932947E0,1.551697252E0
2.480723400E2,-3.756636520E-1,-3.564285783E0,1.108488246E0
2.480823260E2,2.270269185E-2,-3.118498740E0,7.480910164E-1
2.480923120E2,5.407125697E-1,-2.671007818E0,3.209296936E-1
2.481022980E2,9.913780184E-1,-2.244188265E0,-1.775115269E-1
2.481122830E2,1.396779074E0,-1.889557559E0,-8.061328179E-1
2.481222690E2,1.764127913E0,-1.561831354E0,-1.486094416E0
2.481322550E2,2.088978018E0,-1.231392041E0,-2.107948725E0
2.481422410E2,2.360232106E0,-8.700715363E-1,-2.538418987E0
2.481522270E2,2.632008059E0,-4.826302763E-1,-2.828162556E0
2.481622120E2,2.952340752E0,-1.511907973E-1,-3.053284451E0
2.481721980E2,3.063679047E0,1.949784757E-1,-3.254740326E0
2.481821840E2,3.063050763E0,4.195559956E-1,-3.437048324E0
2.481921698E2,2.851466049E0,5.413644612E-1,-3.617714424E0
2.482021558E2,2.521819326E0,5.862028112E-1,-3.892666292E0
2.482121408E2,2.165472024E0,5.822661732E-1,-4.082969187E0
2.482221268E2,1.754406040E0,5.787696844E-1,-4.083089640E0
2.482321128E2,1.442056112E0,5.518945657E-1,-3.954591229E0
2.482420988E2,1.279726588E0,5.423524944E-1,-3.864966862E0
2.482520848E2,1.247271325E0,5.534278518E-1,-3.772969109E0
2.482620698E2,1.302556457E0,6.237631318E-1,-3.610100180E0
2.482720558E2,1.443358725E0,6.920514478E-1,-3.355699521E0
2.482820418E2,1.472299080E0,7.674203765E-1,-2.764889835E0
2.482920278E2,1.340966962E0,7.791400239E-1,-1.974954974E0
2.483020138E2,1.288047030E0,6.351813553E-1,-1.249787967E0
2.483119988E2,1.130874750E0,4.976548431E-1,-5.691919452E-1
2.483219848E2,8.424663196E-1,3.790575222E-1,2.441271007E-2
2.483319708E2,5.882039476E-1,2.322372262E-1,4.299410892E-1
2.483419568E2,4.687568070E-1,1.313975338E-1,5.364539695E-1
2.483519428E2,6.648906925E-1,1.397958896E-1,3.260939544E-1
2.483619288E2,9.108255330E-1,2.662527455E-1,1.112087792E-1
2.483719138E2,1.156164615E0,3.538520759E-1,1.002329707E-1
2.483818998E2,1.162044575E0,2.463025573E-1,1.418148601E-1
2.483918858E2,9.312112657E-1,1.787881934E-1,2.040052611E-1
2.484018718E2,6.098248315E-1,1.770292778E-1,2.570091015E-1
2.484118578E2,2.850795373E-1,6.292408034E-2,5.527179998E-1
2.484218428E2,1.021667180E-1,-1.939952664E-1,9.811926073E-1
2.484318288E2,8.257657215E-3,-3.008519630E-1,1.254690272E0
2.484418148E2,-1.299518097E-2,-1.848559222E-1,1.447708615E0
2.484518008E2,1.605106743E-1,-3.894691475E-2,1.536337786E0
2.484617868E2,5.923521451E-1,2.751765467E-2,1.495648182E0
2.484717718E2,1.032589048E0,8.558116391E-2,1.443636029E0
2.484817578E2,1.375014130E0,2.812000559E-1,1.364113896E0
2.484917438E2,1.564241284E0,3.995871694E-1,1.189607254E0
2.485017298E2,1.653992244E0,1.773885161E-1,1.161363448E0
2.485117158E2,1.569881801E0,-2.609759988E-1,1.690916533E0
2.485217008E2,1.161534479E0,-7.365144065E-1,2.741241941E0
2.485316868E2,3.437624129E-1,-1.293776278E0,3.943648750E0
2.485416728E2,-5.961244398E-1,-1.906510830E0,5.264732986E0
2.485516588E2,-1.444646136E0,-2.543394967E0,6.478686876E0
2.485616448E2,-2.116726126E0,-3.011430374E0,7.167616349E0
2.485716298E2,-2.469748994E0,-3.167411868E0,6.893801765E0
2.485816158E2,-2.478098525E0,-2.993762135E0,5.558186029E0
2.485916018E2,-2.190593855E0,-2.587182134E0,3.629781908E0
2.486015878E2,-1.854403806E0,-2.140157820E0,2.026685876E0
2.486115738E2,-1.429741583E0,-1.805010914E0,7.090859950E-1
2.486215588E2,-9.554924134E-1,-1.535397554E0,-3.653515756E-1
2.486315448E2,-3.782669786E-1,-1.240421019E0,-9.765288681E-1
2.486415308E2,3.261024329E-1,-8.467600031E-1,-1.015359058E0
2.486515168E2,1.022282161E0,-4.062543840E-1,-4.841623199E-1
2.486615028E2,1.554409776E0,-7.461767111E-2,7.383045316E-2
2.486714878E2,1.916955857E0,1.251033350E-1,1.887691712E-1
2.486814738E2,2.038263070E0,2.416494527E-1,-1.369002753E-1
2.486914598E2,1.951244807E0,3.570905197E-1,-6.113924700E-1
2.487014458E2,1.713585896E0,4.718530173E-1,-1.195115916E0
2.487114318E2,1.487673018E0,5.285936671E-1,-1.890327637E0
2.487214168E2,1.243895289E0,5.908016828E-1,-2.497342882E0
2.487314028E2,1.006774980E0,7.095816927E-1,-2.911373112E0
2.487413888E2,8.729334560E-1,7.437186147E-1,-3.236811594E0
2.487513748E2,7.452740472E-1,7.983228381E-1,-3.543974603E0
2.487613608E2,5.768776716E-1,8.499129680E-1,-3.748062310E0
2.487713458E2,5.356458112E-1,8.203506151E-1,-3.819859101E0
2.487813318E2,6.252100984E-1,8.237982065E-1,-3.795790207E0
2.487913178E2,7.031656160E-1,9.344715270E-1,-3.666714676E0
2.488013038E2,8.230632115E-1,9.585116232E-1,-3.631740140E0
2.488112898E2,9.034246391E-1,8.845090427E-1,-3.496137362E0
2.488212748E2,8.986474639E-1,8.522818943E-1,-3.042716779E0
2.488312608E2,8.698016873E-1,8.089625779E-1,-2.153086891E0
2.488412468E2,7.636402246E-1,7.235726179E-1,-1.106425933E0
2.488512328E2,5.595953121E-1,5.881806318E-1,-2.014207917E-1
2.488612188E2,4.070183227E-1,4.413820071E-1,3.054000735E-1
2.488712038E2,2.267962824E-1,2.444948175E-1,4.038736171E-1
2.488811898E2,-3.254251426E-2,1.039239525E-1,3.555422866E-1
2.488911758E2,-3.003765478E-1,1.000501721E-1,2.974718338E-1
2.489011618E2,-3.369120343E-1,1.464527254E-1,2.633784735E-1
2.489111478E2,-1.358075952E-1,2.627703631E-1,1.335036278E-1
2.489211328E2,6.037999336E-2,4.913260362E-1,3.271926463E-2
2.489311188E2,2.142033899E-1,6.795443266E-1,7.200553715E-2
2.489411048E2,3.089344230E-1,7.357987073E-1,1.012182266E-1
2.489510908E2,3.260239340E-1,7.131290522E-1,1.529087824E-1
2.489610768E2,2.309327855E-1,6.371653155E-1,2.186051738E-1
2.489710618E2,5.056197010E-2,5.555441053E-1,4.022504300E-1
2.489810478E2,-1.321894295E-1,3.838843987E-1,7.982811767E-1
2.489910338E2,-2.651737515E-1,1.557207084E-1,1.362613501E0
2.490010198E2,-3.962014854E-1,-5.136705860E-2,1.999943635E0
2.490110058E2,-4.337770819E-1,-1.084146872E-1,2.492896074E0
2.490209908E2,-1.809105865E-1,1.025979502E-1,2.542575772E0
2.490309768E2,2.513151560E-1,5.923227994E-1,2.361491597E0
2.490409628E2,7.754083309E-1,1.101959391E0,2.134914914E0
2.490509488E2,1.212325368E0,1.507148047E0,1.904719974E0
2.490609348E2,1.417468862E0,1.825590628E0,1.607733459E0
2.490709198E2,1.390104770E0,1.955911908E0,1.212721882E0
2.490809058E2,1.187466223E0,1.747404584E0,7.943202728E-1
2.490908918E2,7.837465335E-1,1.279281907E0,5.453943622E-1
2.491008778E2,2.054758358E-1,6.178654839E-1,1.064548759E0
2.491108638E2,-3.927421995E-1,-2.283552597E-1,2.401973040E0
2.491208488E2,-1.284167402E0,-1.269641310E0,3.993517313E0
2.491308348E2,-2.396016335E0,-2.332738498E0,5.491142439E0
2.491408208E2,-3.371986941E0,-3.235774590E0,6.304900610E0
2.491508068E2,-3.976905373E0,-3.797503442E0,5.903177599E0
2.491607928E2,-4.038430361E0,-3.809510991E0,4.165793243E0
2.491707778E2,-3.465637701E0,-3.438069248E0,2.196209521E0
2.491807638E2,-2.384073836E0,-2.803114838E0,5.912043732E-1
2.491907498E2,-1.268632958E0,-2.205231044E0,-6.449537337E-1
2.492007362E2,-4.368936478E-1,-1.663807672E0,-1.610271735E0
2.492107222E2,4.426641919E-2,-1.149942082E0,-2.299826276E0
2.492207072E2,2.044553505E-1,-7.506675920E-1,-2.690232586E0
2.492306932E2,2.534545060E-1,-5.220781513E-1,-2.820251858E0
2.492406792E2,2.845961188E-1,-4.468876357E-1,-2.887004256E0
2.492506652E2,3.549155382E-1,-4.867668159E-1,-2.914615393E0
2.492606512E2,6.134353410E-1,-6.002402218E-1,-2.810290541E0
2.492706362E2,9.567783623E-1,-6.688814172E-1,-2.540554390E0
2.492806222E2,1.124274998E0,-6.455925420E-1,-2.180596871E0
2.492906082E2,1.254938194E0,-6.559796821E-1,-1.743619242E0
2.493005942E2,1.316538465E0,-7.460228562E-1,-1.377030396E0
2.493105802E2,1.242468714E0,-5.642155261E-1,-1.211683416E0
2.493205652E2,1.134821767E0,-3.667130998E-1,-1.270626274E0
2.493305512E2,1.052428066E0,-3.013558468E-1,-1.578916041E0
2.493405372E2,8.757321527E-1,-2.323085622E-1,-2.133668872E0
2.493505232E2,6.791910817E-1,-1.484672374E-1,-2.725558539E0
2.493605092E2,6.888470274E-1,-8.773849413E-2,-3.169867406E0
2.493704952E2,7.138636087E-1,4.608819231E-2,-3.427077652E0
2.493804802E2,6.597292091E-1,2.417825134E-1,-3.394840198E0
2.493904662E2,6.789521498E-1,3.686665083E-1,-3.174291410E0
2.494004522E2,6.947809280E-1,4.803326860E-1,-2.972333844E0
2.494104382E2,6.494365016E-1,6.045272541E-1,-2.916684138E0
2.494204242E2,6.734537206E-1,6.954277763E-1,-2.774285726E0
2.494304092E2,7.913769306E-1,8.403026305E-1,-2.346702234E0
2.494403952E2,8.763011599E-1,1.018337922E0,-1.905174302E0
2.494503812E2,9.714173783E-1,1.061050663E0,-1.613328660E0
2.494603672E2,8.979651669E-1,1.034946353E0,-1.283717020E0
2.494703532E2,6.279341700E-1,1.077267331E0,-6.842978936E-1
2.494803382E2,3.186348442E-1,1.050367654E0,1.222360432E-2
2.494903242E2,1.409584257E-1,9.933108155E-1,5.842181200E-1
2.495003102E2,-9.801778961E-2,9.461796261E-1,9.736415130E-1
2.495102962E2,-4.121167293E-1,8.556027474E-1,1.185370361E0
2.495202822E2,-6.748052314E-1,6.522982751E-1,1.302395951E0
2.495302672E2,-8.999479578E-1,4.607820819E-1,1.489875811E0
2.495402532E2,-1.150170562E0,3.732616889E-1,1.834842823E0
2.495502392E2,-1.341387670E0,2.632983667E-1,2.265023063E0
2.495602252E2,-1.445949042E0,9.889366597E-2,2.608138263E0
2.495702112E2,-1.532354955E0,-2.739859074E-2,2.652812160E0
2.495801962E2,-1.632861137E0,-3.086204275E-2,2.453363049E0
2.495901822E2,-1.657279987E0,1.186268494E-2,2.126971471E0
2.496001682E2,-1.460403066E0,1.039795741E-1,1.803679503E0
2.496101542E2,-1.084148188E0,3.079057516E-1,1.463049370E0
2.496201402E2,-6.391923990E-1,4.838053474E-1,1.121188399E0
2.496301252E2,-1.673991512E-1,7.402494617E-1,9.054483604E-1
2.496401112E2,1.246010135E-1,1.242317272E0,7.939232469E-1
2.496500972E2,3.372595051E-1,1.632144415E0,6.607511562E-1
2.496600832E2,5.609433146E-1,1.641084077E0,4.627737898E-1
2.496700692E2,7.699203535E-1,1.482206164E0,2.640959269E-1
2.496800542E2,9.642774164E-1,1.360273007E0,5.511410058E-2
2.496900402E2,9.084321215E-1,1.240611054E0,1.505289656E-1
2.497000262E2,6.216180807E-1,9.908106192E-1,8.811216044E-1
2.497100122E2,2.686637535E-1,4.504107293E-1,2.037899666E0
2.497199982E2,-3.393206486E-1,-2.523081594E-1,3.227213974E0
2.497299832E2,-1.182684004E0,-1.008979599E0,4.476162280E0
2.497399692E2,-2.081435402E0,-1.836162394E0,5.682874979E0
2.497499552E2,-2.806257424E0,-2.563574586E0,6.325614957E0
2.497599412E2,-3.137304263E0,-2.986909198E0,5.770831720E0
2.497699272E2,-3.093250755E0,-3.090693183E0,4.020334983E0
2.497799122E2,-2.781024057E0,-2.825424305E0,2.118773675E0
2.497898982E2,-2.035367383E0,-2.413315323E0,6.412126851E-1
2.497998842E2,-1.107340292E0,-1.946890385E0,-6.385674047E-1
2.498098702E2,-2.451104562E-1,-1.385814668E0,-1.618453159E0
2.498198562E2,6.827276239E-1,-8.162156104E-1,-2.246186258E0
2.498298412E2,1.520107670E0,-2.299186590E-1,-2.557260470E0
2.498398272E2,2.100456395E0,3.434965838E-1,-2.689477710E0
2.498498132E2,2.484133144E0,7.418409276E-1,-2.843336080E0
2.498597992E2,2.645423618E0,9.604959489E-1,-3.106800508E0
2.498697852E2,2.537875488E0,1.056550061E0,-3.287464269E0
2.498797702E2,2.342339042E0,1.072755327E0,-3.459483506E0
2.498897562E2,2.016186615E0,1.040612890E0,-3.601746848E0
2.498997422E2,1.549621637E0,1.008871864E0,-3.552537850E0
